supplier,supplier_sku,aliases,description,pack_size,base_unit,unit_cost_gbp,lines_seen,last_seen,min_confidence,reason
Culpitt,27C-145,,COLOUR-COLOUR MILL-YELLOW,20ml,L,3.96,1,2026-06-19,0.96,seen only once in the captured window
Culpitt,75056,,COLOUR-CSP-GEL-LEMON,25g,kg,6.15,1,2026-06-11,0.96,seen only once in the captured window
Culpitt,75060,,COLOUR-CSP-GEL-VIOLET,25g,kg,6.16,1,2026-06-11,0.96,seen only once in the captured window
Culpitt,75065,,COLOUR-CSP-GEL-NAVY BLUE,25g,kg,6.15,1,2026-06-11,0.96,seen only once in the captured window
Culpitt,75069,,COLOUR-CSP-GEL-RED,25g,kg,6.14,1,2026-06-11,0.96,seen only once in the captured window
Culpitt,75076,,COLOUR-CSP-GEL-DARK BROWN,25g,kg,6.14,1,2026-06-11,0.96,seen only once in the captured window
Culpitt,CES10,,"CARD-CUT EDGE-SQ-SILVER-254mm (10"")","254mm (10"")",,15.89,3,2026-07-15,0.90,seen with 2 different pack sizes (10; 254mm10)
Culpitt,SHIPPING,,SHIPPING,,,5.95,1,2026-06-15,0.95,seen only once in the captured window
JMPosner,315/22,,JMP Luxury White Chocolate 33% (Rainforest Alliance Cocoa MB),10KG,kg,123.26,1,2025-10-09,0.95,seen only once in the captured window
JMPosner,41118/C121B,,Micro Dark Chocolate Choco Chip,10 (2x6KG),kg,130.46,1,2026-01-17,0.95,seen only once in the captured window
JMPosner,41171,,JMP Luxury Dark Chocolate 62% (Rainforest Alliance Cocoa MB),10KG,kg,125.96,1,2025-10-09,0.95,seen only once in the captured window
JMPosner,BL41172C5,,Blanxart Raval Dark Chocolate 71%,5KG Bag,kg,85.46,1,2026-01-18,0.90,seen only once in the captured window
JMPosner,SKU00128,,JMP Dairy Free alternative to Dark Chocolate,2kg,kg,37.15,1,2026-03-26,0.95,seen only once in the captured window
JMPosner,SKU00378,,JMP Dairy Free alternative to Milk Chocolate,2kg,kg,37.15,1,2026-03-26,0.95,seen only once in the captured window
JMPosner,SKU00506,,Luxury Dark Chocolate,10KG,kg,111.6,1,2026-02-05,0.90,seen only once in the captured window
JMPosner,SKU00621,,JMP Belgian White Chocolate 33.5%,1X10KG Bag,kg,92.95,1,2026-06-05,0.95,seen only once in the captured window
JMPosner,SKU00627,,JMP Belgian Milk Chocolate 38.7% Bag,10KG,kg,102.3,4,2026-03-26,0.90,seen with 2 different pack sizes (10kg; 10kgbag)
JMPosner,SKU00628,,Crumb: JMP Dark Cookie Crumb Bag,1kg,kg,8.64,38,2026-09-11,0.90,seen with 2 different pack sizes (1kg; 1kgbag)
JMPosner,SV00020,,Shipping UK Pacel Network NEW,,,6.62,1,2025-11-25,0.95,seen only once in the captured window
LWC Drinks,26120023,,CORONA EXTRA,24X330ML NRB,L,26.99,7,2026-08-12,0.95,seen with 2 different pack sizes (24x330ml; 24x330mlnrb)
LWC Drinks,26680023,,Birra Moretti,24X330ML NRB,L,25.99,5,2026-08-12,0.95,seen with 2 different pack sizes (24x330ml; 24x330mlnrb)
LWC Drinks,27792322,,FEVERTREE SODA WATER,24X200ML,L,17.17,12,2026-08-24,0.90,seen with 2 different pack sizes (24x200ml; 24x200mlnrb)
LWC Drinks,28062129,,KOPPARBERG MF,15X500ML NRB,L,27.99,4,2026-07-27,0.95,seen with 2 different pack sizes (15x500ml; 15x500mlnrb)
LWC Drinks,28100748,,KOPPARBERG SL,15X500ML NRB,L,27.99,4,2026-07-27,0.95,seen with 2 different pack sizes (15x500ml; 15x500mlnrb)
LWC Drinks,30059472,,UKIYO YUZU GIN 70CL,,L,36.65,1,2026-05-31,0.95,seen only once in the captured window
LWC Drinks,30242347,,BUFFALO TRACE BOURBON,70CL,L,19.19,1,2026-07-14,0.95,seen only once in the captured window
LWC Drinks,32160047,,TANQUERAY LONDON DRY GIN,70cl NRB,L,16.99,3,2026-08-28,0.90,seen with 2 different pack sizes (70cl; 70clnrb)
LWC Drinks,35130148,,CHASE RHU N BRAM APP GIN 70CL,,L,41.07,1,2026-06-15,0.95,seen only once in the captured window
LWC Drinks,35320047,,ABSOLUT VODKA,70CL,L,15.99,1,2026-07-27,0.95,seen only once in the captured window
LWC Drinks,36030047,,AMARETTO DISARONNO,70cl NRB,L,17.99,2,2026-08-28,0.90,seen with 2 different pack sizes (70cl; 70clnrb)
LWC Drinks,36040047,,BAILEYS IRISH CREAM 70CL,,L,12.21,1,2026-06-15,0.95,seen only once in the captured window
LWC Drinks,36080047,,Cointreau l'Unique,70cl NRB,L,22,3,2026-08-28,0.90,seen with 2 different pack sizes (70cl; 70clnrb)
LWC Drinks,36150053,,Olmeca Silver Tequila,70CL,L,20.49,1,2026-08-24,0.95,seen only once in the captured window
LWC Drinks,36250560,,MONIN CHAI TEA 70CL,,L,9.42,1,2026-05-31,0.95,seen only once in the captured window
LWC Drinks,36251429,,TEISSEIRE CANE SUGAR 1L,,L,7.96,1,2026-05-31,0.95,seen only once in the captured window
LWC Drinks,36261127,,Monin Cherry,70CL,L,9.42,1,2026-07-14,0.95,seen only once in the captured window
LWC Drinks,36531651,,STROVKA VODKA SPIRIT 70CL,,L,8.65,1,2026-05-31,0.95,seen only once in the captured window
LWC Drinks,37390042,,ANGOSTURA BITTERS 20CL,,L,15.01,1,2026-05-31,0.95,seen only once in the captured window
LWC Drinks,40101350,,CHAMPAGNE CHARLES JOUBERT NV,75CL,L,22.22,1,2026-05-27,0.95,seen only once in the captured window
LWC Drinks,46125215,,CASTELLI PROSECCO SPUM DOC,75CL,L,8.36,1,2026-08-10,0.95,seen only once in the captured window
LWC Drinks,46125216,,I CASTELLI PINOT GRIGIO DOC,75cl NRB,L,6.79,10,2026-08-28,0.90,seen with 2 different pack sizes (75cl; 75clnrb)
LWC Drinks,47905001,,SEA CHANGE PINOT GRIGIO,75CL,L,9.29,1,2026-07-27,0.95,seen only once in the captured window
LWC Drinks,47905003,,Sea Change Pinot Grigio Rose,75C,L,7.99,18,2026-09-09,0.90,seen with 3 different pack sizes (75c; 75cl; 75clnrb)
LWC Drinks,49740018,,FAMIGLIA BOTTER PROSECCO EXTRA DRY,75CL,L,8.36,57,2026-09-12,0.90,seen with 2 different pack sizes (75cl; 75clnrb)
LWC Drinks,50006281,,BRISTOL SYRUP RASPBERRY 75CL,,L,8,1,2026-05-31,0.95,seen only once in the captured window
LWC Drinks,50006287,,BRISTOL GRENADINE SYRUP 75CL,,L,7,1,2026-05-31,0.95,seen only once in the captured window
LWC Drinks,51110020,,FEVERTREE LIGHT TONIC,24X200ML,L,17.81,1,2026-05-20,0.95,seen only once in the captured window
LWC Drinks,51140012,,MARLISH STILL WATER NRB,24X330ML,L,10.49,4,2026-08-12,0.95,seen with 2 different pack sizes (24x330ml; 24x330mlnrb)
LWC Drinks,51140032,,MARLISH SPARK WATER,24X330ML NRB,L,10.49,3,2026-07-27,0.95,seen with 2 different pack sizes (24x330ml; 24x330mlnrb)
LWC Drinks,51230065,,LOND ESS ROAST PINEAPPL SODA WATER NRB,24X200ML,L,18.99,27,2026-09-10,0.90,seen with 2 different pack sizes (24x200ml; 24x200mlnrb)
LWC Drinks,51424153,,KULANA APPLE JUICE,12X1LTR,L,16.22,1,2026-07-06,0.95,seen only once in the captured window
LWC Drinks,58310023,,Coca Cola,24X330ML CAN,L,14.99,3,2026-07-27,0.90,seen with 2 different pack sizes (24x330ml; 24x330mlcan)
LWC Drinks,58320023,,Diet Coke,24 x 330ml Can,L,12.49,3,2026-07-22,0.90,seen with 2 different pack sizes (24x330ml; 24x330mlcan)
LWC Drinks,58920349,,SUNPRIDE PINEAPPLE TETRA,12X1L,L,19.99,1,2026-08-24,0.95,seen only once in the captured window
LWC Drinks,59131349,,SUNPRIDE 50 50 ORANGE,12X1LTR,L,15.94,1,2026-07-06,0.95,seen only once in the captured window
LWC Drinks,59737548,,FUNKIN RASPBERRY,5X1KG,kg,83.26,1,2026-07-14,0.95,seen only once in the captured window
LWC Drinks,59737941,,FUNKIN GRENADINE SYRUP 70CL NRB,,L,6.6,1,2026-05-31,0.95,seen only once in the captured window
LWC Drinks,59805348,,EAGER CRANBERRY 8X1L,,L,22.21,1,2026-07-01,0.96,seen only once in the captured window
LWC Drinks,61002339,,BUFFALO TRACE BOURBON *FREE*,70CL,L,,1,2026-07-14,0.95,seen only once in the captured window
LWC Drinks,62000077,,BOTTLEGREEN ELDRF CORD*ONLINE P*,,,2.55,1,2026-08-05,0.94,seen only once in the captured window
LWC Drinks,62000204,,Corona Cero 0% Alcohol Free Lager NRB PROMO PRICE,24 x 330ml,L,16.9,1,2026-08-25,0.90,seen only once in the captured window
LWC Drinks,99000106,,DELIVERY CHARGE,,,5,1,2026-05-16,0.95,seen only once in the captured window
Makro,063724,,Coke Zero,24 330ml,L,11.95,1,2025-11-26,0.95,seen only once in the captured window
Makro,069558,,Silver Spoon Icing Sugar,3kg,kg,7.99,1,2026-01-05,0.95,seen only once in the captured window
Makro,083813,,Chambord Liqueur,1 70cl,L,22.19,1,2025-12-24,0.90,seen only once in the captured window
Makro,084803,,Strathmore Still Water Glass,12 750ml,L,10.15,1,2026-03-04,0.90,seen only once in the captured window
Makro,096671,,Red Bull Sugar Free,24 250ml,L,22.99,1,2026-06-17,0.95,seen only once in the captured window
Makro,125145,,Eager Cloudy Prsd Apple Jce,8 1ltr,L,17.99,1,2025-11-19,0.93,seen only once in the captured window
Makro,125147,,Eager Squeezed Orange Juice,8 1ltr,L,19.98,1,2025-11-19,0.93,seen only once in the captured window
Makro,143126,,Food Conn Astd Muffin,16 Sgl,,10.99,1,2025-10-29,0.90,seen only once in the captured window
Makro,143786,,Prosecco Spumante DOC Ex Dry,6 75cl,L,37.29,1,2026-09-09,0.95,seen only once in the captured window
Makro,162517,,CP Micro Fibre Cloths,1 5pk,each,5.99,1,2026-07-09,0.90,seen only once in the captured window
Makro,175113,,Kopparberg 0% Mixed Fruit,8 500ml,L,9.89,7,2026-07-15,0.90,seen with 2 different pack sizes (500ml; 8500ml)
Makro,178264,,F/Sht Orange Low Sugar,12 275ml,L,6.15,1,2026-02-18,0.93,seen only once in the captured window
Makro,178265,,F/Sht Apple&Blkcrt Low Sugar,12 275ml,L,6.15,1,2026-02-18,0.93,seen only once in the captured window
Makro,181392,,FF Lime,1 2kg,kg,5.49,1,2026-03-04,0.90,seen only once in the captured window
Makro,184204,,Gun End Bamboo Skewer 150mm,1 250pk,each,6.99,1,2025-10-29,0.95,seen only once in the captured window
Makro,184212,,Jena Knotted Skewers 150mm,1 200pk,each,6.99,1,2025-10-29,0.95,seen only once in the captured window
Makro,185579,,Disaronno,6 70cl,L,105.99,1,2026-01-14,0.95,seen only once in the captured window
Makro,190617,,Bacardi Carta Blanca,1 1ltr,L,19.69,5,2026-06-10,0.95,seen with 2 different pack sizes (11l; 1l)
Makro,198792,,CL Cling Dispenser,9 300m,,129.99,1,2025-12-24,0.93,seen only once in the captured window
Makro,212451,,CL Cling Film 450mm,1 305m,,9.99,1,2025-10-22,0.95,seen only once in the captured window
Makro,233125,,CP Ex Large HD Refuse Sacks,1 90pk,each,13.49,1,2025-10-22,0.95,seen only once in the captured window
Makro,238164,,Haribo Rhubarb & Custard 2p,1 300s,,4.19,1,2025-11-05,0.90,seen only once in the captured window
Makro,238194,,Kopparberg Non Alcohol S/bry,8 500ml,L,9.89,5,2026-06-10,0.90,seen with 2 different pack sizes (500ml; 8500ml)
Makro,242082,,Ice Valley Still,8 21tr,,3.69,1,2026-08-12,0.90,seen only once in the captured window
Makro,257038,,Gordons Mediterranean Orange,1 70cl,L,13.99,1,2026-06-10,0.95,seen only once in the captured window
Makro,260706,,Maltesers Box,16 110g,kg,29.59,1,2025-10-22,0.95,seen only once in the captured window
Makro,268554,,Kahlua Coffee Liqueur,6 70cl,L,79.09,1,2026-01-14,0.95,seen only once in the captured window
Makro,274528,,Silver Spoon Icing Sugar,1 25kg,kg,31.49,28,2026-09-09,0.90,seen with 2 different pack sizes (125kg; 25kg)
Makro,274833,,Corona Cero NRB,6 4x330ml,L,18.69,4,2026-07-15,0.90,seen with 2 different pack sizes (4x330ml; 64x330ml)
Makro,275297,,Cointreau,1 70cl,L,18.99,7,2026-07-29,0.90,seen with 2 different pack sizes (170cl; 70cl)
Makro,275994,,Olmeca Silver Tequila,70cl,L,19.89,7,2026-04-08,0.90,seen with 2 different pack sizes (170cl; 70cl)
Makro,279173,,Monin Grenadine Syrup,1 1ltr,L,10.49,3,2025-12-24,0.90,seen with 2 different pack sizes (11l; 1l)
Makro,279246,,Catering Rubber Gloves Med,1 6Prs,,6.99,1,2026-04-22,0.93,seen only once in the captured window
Makro,283066,,Clrly Blue Vnyl PF Glove Lrg,10 100pk,each,29.99,13,2026-07-22,0.90,seen with 2 different pack sizes (100; 10100pk)
Makro,288863,,Tanqueray Gin 41.3%,1 70cl,L,15.49,1,2025-12-24,0.93,seen only once in the captured window
Makro,289914,,Monin Grenadine Syrup,1ltr,L,4.975,2,2026-04-08,0.90,seen with 2 different pack sizes (1l; 61l)
Makro,292034,,Bacardi Carta Blanca PM1799,6 70cl,L,63.99,1,2026-05-23,0.95,seen only once in the captured window
Makro,298458,,Gordons Pink Gin 35%,1 70cl,L,13.99,1,2026-06-10,0.95,seen only once in the captured window
Makro,299476,,Clrly Blue Vnyl PF Glove Med,10 100pk,each,29.99,5,2026-01-14,0.90,seen with 2 different pack sizes (100; 10100pk)
Makro,302788,,CTS BakingParchment,50Mx450mm,,70.99,2,2026-03-25,0.93,seen with 2 different pack sizes (50mx450mm; 50mx450mm9sgl)
Makro,304713,,Duracell Plus Power Boost AA,1 24pk,each,10.99,1,2026-06-17,0.95,seen only once in the captured window
Makro,306267,,CREDIT NOTE 000000 10.00 off 100.00 Softs,1 sgl,,,1,2026-09-09,0.95,seen only once in the captured window
Makro,306564,,Blue Centrefeed 2ply,1 6pk,each,4.99,14,2026-09-09,0.90,seen with 2 different pack sizes (16pk; 6)
Makro,308022,,CTS 2Ply 8FNapkin Wht39x40cm,20 100s,,44.99,1,2026-07-15,0.90,seen only once in the captured window
Makro,317808,,Fairy Prof Plat ADW Original,113pk,each,15.99,1,2026-05-20,0.90,seen only once in the captured window
Makro,319484,,Pimms No 1 22% ABV,6 70cl,L,71.89,1,2026-08-12,0.90,seen only once in the captured window
Makro,448696,,Pimms No 1,1 70cl,L,13.29,1,2026-03-25,0.95,seen only once in the captured window
Makro,466599,,Smirnoff Red,70cl,L,12.79,1,2026-01-05,0.95,seen only once in the captured window
Makro,777359,,Cointreau,70cl,L,113.89,1,2026-04-08,0.95,seen only once in the captured window
Makro,975813,,Captain Morgans Spiced Rum,1 70cl,L,12.79,1,2025-11-26,0.90,seen only once in the captured window
Makro,BTGAM,,BEAVERTOWN GAMMA RAY APA 12 X 330ML CANS,12 X 330ML,L,23.99,1,2026-05-14,0.93,seen only once in the captured window
Makro,MOZWHIT,,MOZART CHOCOLATE WHITE CREAM LIQUEUR,50C,,16.99,1,2026-06-11,0.95,seen only once in the captured window
Sysco,A 114957,,FREEE Gluten Free Self Raising White Flour,1kg 5 x 1kg,kg,10.56,1,2026-01-06,0.90,seen only once in the captured window
Sysco,A 128306,,Oatly Barista Edition Oat Drink Long Life,6 x 1ltr,,,1,2025-11-26,0.90,seen only once in the captured window
Sysco,A 136378,,Brakes Essentials Floor Cleaner,8 x 1ltr,L,13.99,1,2025-11-26,0.90,seen only once in the captured window
Sysco,A 17408,,Hellmann's Classic Vinaigrette Dressing,1L 1 x 1ltr,L,6.36,1,2026-01-06,0.90,seen only once in the captured window
Sysco,A 5001480,,Noble 15 Dozen British Fresh Medium Eg,1 x 180,,,1,2025-11-26,0.90,seen only once in the captured window
Sysco,A 86870,,Preema Lemon Essence,1 x 500ml,L,4.89,1,2025-11-26,0.90,seen only once in the captured window
Sysco,A 88431,A88431,KETTLE® Chips Sea Salt & Balsamic Vinegar of Modena 40g,18 x 40g,kg,9.65,2,2026-01-27,0.90,seen with 2 different pack sizes (18x40g; 40g18x40g)
Sysco,A100243,,The Juice Orange Juice,12 x 1ltr,L,18.29,1,2026-01-20,0.90,seen only once in the captured window
Sysco,A100245,,The Juice Pineapple Juice,12 x 1ltr,L,19.03,1,2026-01-20,0.90,seen only once in the captured window
Sysco,A102934,,KETTLE® Chips Lightly Salted 450g,6 x 450g,kg,32.12,1,2026-01-13,0.90,seen only once in the captured window
Sysco,A105956,,Brakes Crisp Puffed Rice,8X600G,kg,22.18,1,2026-01-13,0.90,seen only once in the captured window
Sysco,A117293,A 117293,Schweppes Original Soda Water 1L,6 x 1ltr,L,10.42,3,2026-01-20,0.90,seen with 2 different pack sizes (1l6x1l; 6x1l)
Sysco,A129589,,Tate & Lyle Fairtrade Pumpkin Coffee Syrup,1 x 750ml,L,9.23,1,2025-11-18,0.80,seen only once in the captured window
Sysco,A135440,,Ramon Hygiene Grey Dustpan & Brush,1x1,,9.37,1,2026-01-27,0.90,seen only once in the captured window
Sysco,A136385,,Brakes Essentials Air Freshener,6 x 750ml,L,9.23,1,2025-11-18,0.80,seen only once in the captured window
Sysco,A148637,,MONIN Premium Hazelnut Syrup,1 x 1 ltr,,,1,2025-11-18,0.80,seen only once in the captured window
Sysco,A149492,,Ariel Professional Formula Pro Plus Powder,1 x 6.5kg,kg,22.32,1,2026-01-13,0.90,seen only once in the captured window
Sysco,A149964,,"Sysco Tomato Ketchup, 2.15L",1 x 2.15ltr,L,6.78,1,2026-01-20,0.90,seen only once in the captured window
Sysco,A150343,,Optimum Hand Towel Z Fold White 2Ply,15 x 198,,28.48,1,2026-01-13,0.90,seen only once in the captured window
Sysco,A255,,Sysco Classic Desiccated Coconut,1 x 2kg,kg,16.02,1,2026-01-13,0.90,seen only once in the captured window
Sysco,A4617,,Brakes Whole Hazelnuts,1 x 1kg,,,1,2025-11-18,0.80,seen only once in the captured window
Sysco,A5002322,,Sysco Classic Extra Virgin Olive Oil,1 x 2ltr,L,8,1,2026-01-20,0.90,seen only once in the captured window
Sysco,A5002323,,Sysco Classic Extra Virgin Olive Oil 5ltr,1 x 5ltr,L,2,1,2026-01-13,0.90,seen only once in the captured window
Sysco,A5008075,,Kettle Mature Cheddar & Red Onion Crisps 40g,18 x 40g,kg,9.65,1,2026-01-13,0.90,seen only once in the captured window
Sysco,A555010,,Diversey D10 Suma Bac Cleaner Sanitiser,2 x 5ltr,L,48.15,1,2025-11-18,0.80,seen only once in the captured window
Sysco,A5874,,Sysco Classic Flaked Almonds,1 x 1kg,kg,11.61,1,2026-01-27,0.90,seen only once in the captured window
Sysco,A591019,,Schweppes Slimline Lemonade,6 x 2ltr,L,9.09,1,2026-01-20,0.90,seen only once in the captured window
Sysco,A86647,A 86647,Wrapmaster 4500 Baking Parchment Paper Refill Rolls - 45cm x 50m x 3,1 x 3 rolls,,32.05,6,2026-01-27,0.80,seen with 2 different pack sizes (3rolls; 45cmx50mx31x3rolls)
Sysco,A89843,A 89843,Stainless Steel Scourer 40g,1 x 10,kg,4.12,5,2026-01-27,0.90,seen with 2 different pack sizes (10; 40g1x10)
Sysco,C 10265,,Green Seedless Grapes,1 x 500g,kg,2.53,1,2026-01-06,0.90,seen only once in the captured window
Sysco,C 10266,,Red / Black Seedless Grapes,1 x 500g,kg,2.57,1,2026-01-06,0.90,seen only once in the captured window
Sysco,C 103557,,Salad Mix,1 x 250g,,,1,2026-01-06,0.90,seen only once in the captured window
Sysco,C 10364,,Red Cherry Tomatoes,1 x 250g,kg,0.8,1,2026-01-06,0.90,seen only once in the captured window
Sysco,C 104628,,British Cheese Board Selection,1 x 860g,kg,17.07,1,2026-01-06,0.90,seen only once in the captured window
Sysco,C 10527,,Roquette,1 x 250g,kg,1.47,1,2026-01-06,0.90,seen only once in the captured window
Sysco,C 113654,,Alpro For Professionals Soya Long Life Drir,1 x 1ltr,,,1,2025-11-26,0.90,seen only once in the captured window
Sysco,C 135420,,Sheese Vegan Grated Mozzarella,1 x 1kg,,,1,2025-11-26,0.90,seen only once in the captured window
Sysco,C 591017,,Green Valley Dairy Full Fat Soft Cheese,1 x 2kg,kg,34.42,1,2025-11-26,0.90,seen only once in the captured window
Sysco,C 70215,,Wholesome Farms Fresh British Double Cre,1 x 2.27ltr,,,1,2025-11-26,0.90,seen only once in the captured window
Sysco,C136396,,Brakes Garlic Butter,1 x 1.75kg,kg,32.54,1,2026-01-20,0.90,seen only once in the captured window
Sysco,C151084,,Flora Plant B+tter Unsalted,24 x 200g,kg,30.2,1,2026-01-13,0.90,seen only once in the captured window
Sysco,C23178,C 23178,Stork Spread Tub 2kg,1 x 2kg,kg,6.56,6,2026-01-27,0.80,seen with 2 different pack sizes (2kg; 2kg1x2kg)
Sysco,F 114591,,Daloon Falafel,60 x 25g,kg,14.9,1,2026-01-06,0.90,seen only once in the captured window
Sysco,F 129077,,Brakes Porcini Mushroom Arancini,40 x 35g,kg,21.83,1,2026-01-06,0.90,seen only once in the captured window
Sysco,F110782,,Sysco Classic Gluten Free Carrot Cake,1 x 14 ptn,,20.22,1,2025-11-18,0.80,seen only once in the captured window
Sysco,F120087,F 120087,Lamb Weston Potato Puffs 1000g,1 x 1kg,kg,3.56,4,2026-01-27,0.80,seen with 2 different pack sizes (1000g1x1kg; 1kg)
Sysco,F130803,,Brakes Vegan Chocolate Fudge Cake,1 x 16ptns,,17.91,1,2026-01-27,0.90,seen only once in the captured window
Sysco,F136483,,Sysco Essentials Vegan Chocolate Fudge Cake,1 x 1,,9.3,1,2025-11-18,0.80,seen only once in the captured window
Sysco,F58606,,Bridor Mini Gourmandises,1 x 140,,45.99,1,2026-01-13,0.90,seen only once in the captured window
Twist Ingredients,1209-800g,,Pearls - High Shine 6mm Gold - Size: 800g,800g,kg,23.63,1,2026-04-07,0.90,seen only once in the captured window
Twist Ingredients,1271,,Strands - Matt - Green,1kg,kg,11.72,3,2026-09-11,0.90,seen with 2 different pack sizes (1kg; 5kg)
Twist Ingredients,1271-1kg,,Strands - Matt - Green,1kg,kg,11.72,1,2026-08-19,0.90,seen only once in the captured window
Twist Ingredients,1351NE,,Stars - Shimmer - Rainbow,12.5kg,kg,272.08,4,2026-09-07,0.90,seen with 2 different pack sizes (12.5kg; 4kg)
Twist Ingredients,1351NE-12.5kg,,Stars - Shimmer - Rainbow,12.5kg,kg,272.08,1,2026-08-19,0.90,seen only once in the captured window
Twist Ingredients,1352-4kg,,Shapes - Glimmer - Butterflies - Mother of Pearl - Size: 4kg,4kg,kg,93.04,1,2026-06-26,0.95,seen only once in the captured window
Twist Ingredients,1722-12.5kg,,Sprinkletti - Colours - Turquoise Size: 12.5kg,12.5kg,kg,362.11,1,2025-12-15,0.90,seen only once in the captured window
Twist Ingredients,1863,,Sugar Crunch - Berry,5kg,kg,77.3,1,2026-08-14,0.95,seen only once in the captured window
Twist Ingredients,2013-800g,,Shapes - Matt - Holly and berries - Size: 800g,800g,kg,16.98,1,2025-12-15,0.90,seen only once in the captured window
Twist Ingredients,2029,,Strands - Matt - Halloween,5kg,kg,61.9,3,2026-09-07,0.90,seen with 2 different pack sizes (1kg; 5kg)
Twist Ingredients,2029-5kg,,Strands - Matt - Halloween,5kg,kg,61.9,1,2026-08-19,0.90,seen only once in the captured window
Twist Ingredients,2042-12.5kg,,Shapes - Matt - Candy Canes - Red and White - Size: 12.5kg,12.5kg,kg,257.54,1,2025-12-10,0.90,seen only once in the captured window
Twist Ingredients,2042-800g,,Shapes - Matt - Candy Canes - Red and White - Size: 800g,800g,kg,18.09,1,2025-12-15,0.90,seen only once in the captured window
Twist Ingredients,2051-12.5kg,,"Strands - Matt - Red, Green and White - Size: 12.5kg",12.5kg,kg,150.16,1,2025-10-23,0.95,seen only once in the captured window
Twist Ingredients,2056,,Shapes - Halloween Mix,4kg,kg,93.04,3,2026-09-07,0.90,seen with 2 different pack sizes (4kg; 800g)
Twist Ingredients,2056-4kg,,Shapes - Halloween Mix,4kg,kg,93.04,1,2026-08-19,0.90,seen only once in the captured window
Twist Ingredients,2071,,Shapes - Matt - Witch Mix,4kg,kg,79.78,3,2026-09-07,0.90,seen with 2 different pack sizes (4kg; 800g)
Twist Ingredients,2071-4kg,,Shapes - Matt - Witch Mix,4kg,kg,79.78,1,2026-08-19,0.90,seen only once in the captured window
Twist Ingredients,6135-4kg,,Macaroni Rods - Matt - Sherbet - Size: 4kg,4kg,kg,67.57,1,2025-12-02,0.95,seen only once in the captured window
Twist Ingredients,6211,,Shapes - Matt - Skulls - Black and White,4kg,kg,67.71,3,2026-09-07,0.90,seen with 2 different pack sizes (4kg; 800g)
Twist Ingredients,6211-4kg,,Shapes - Matt - Skulls - Black and White,4kg,kg,67.71,1,2026-08-19,0.90,seen only once in the captured window
Twist Ingredients,6223,,Pearls - Glimmer - Autumn Mix,5kg,kg,84.88,3,2026-09-07,0.90,seen with 2 different pack sizes (1kg; 5kg)
Twist Ingredients,6223-5kg,,Pearls - Glimmer - Autumn Mix,5kg,kg,84.88,1,2026-08-19,0.90,seen only once in the captured window
Twist Ingredients,6403-5kg,,Pearls - Shimmer - Light Gold - Size: 5kg,5kg,kg,91.14,1,2026-03-28,0.95,seen only once in the captured window
Twist Ingredients,6405-12.5kg,,Confetti - Shimmer - Violet,12.5kg,kg,272.08,1,2026-08-19,0.90,seen only once in the captured window
Twist Ingredients,6462-800g,,Confetti - Glimmer - Blossom,800g,kg,19.96,1,2026-08-19,0.90,seen only once in the captured window
Twist Ingredients,6481,,Pearls - Pearls Mix - Glimmer Mother of Pearl,5kg,kg,109.42,1,2026-09-07,0.90,seen only once in the captured window
Twist Ingredients,6499-1kg,,Pearls - High Shine 2mm - Gold - Size: 1kg,1kg,kg,41.39,1,2026-04-07,0.90,seen only once in the captured window
Twist Ingredients,6513,,Pearls - Pearls Mix - Glimmer Silver,5kg,kg,111,1,2026-08-18,0.95,seen only once in the captured window
Twist Ingredients,6513-12.5kg,,Pearls - Pearls Mix - Glimmer Silver - Size: 12.5kg,12.5kg,kg,274.62,1,2025-12-15,0.90,seen only once in the captured window
Twist Ingredients,6550-12.5kg,,Sugar Shapes - Matt - Natural - Flowers - Hippy Mix - Size: 12.5kg,12.5kg,kg,298.22,1,2026-03-31,0.95,seen only once in the captured window
Twist Ingredients,6550-800g,,Sugar Shapes - Matt - Natural - Flowers - Hippy Mix,800g,kg,19.62,1,2026-08-19,0.90,seen only once in the captured window
Twist Ingredients,6581-15kg,,Chocolate Beans - Medium - Multicoloured Without Shellac - Size: 15kg,15kg,kg,231.1,1,2025-10-09,0.95,seen only once in the captured window
Twist Ingredients,6581-1kg,,Chocolate Beans - Medium - Multicoloured Without Shellac - Size: 1kg,1kg,kg,19.22,1,2026-05-24,0.95,seen only once in the captured window
Twist Ingredients,6595,,Jelly Slices - Lemon,80g,kg,3.69,1,2026-09-07,0.90,seen only once in the captured window
Twist Ingredients,6595-1kg,,Jelly Slices - Lemon Size: 1kg,1kg,kg,14.03,1,2025-10-09,0.95,seen only once in the captured window
Twist Ingredients,6595-80g,,Jelly Slices - Lemon - Size: 80g,80g,kg,3.69,1,2026-06-05,0.90,seen only once in the captured window
Twist Ingredients,6602,,Strands - Matt - Natural and Vegan - Green Sprinkles,5kg,kg,73.75,1,2026-08-14,0.95,seen only once in the captured window
Twist Ingredients,6616-15kg,,Confetti - Matt - Natural and Vegan 3mm - Green - Size: 15kg,15kg,kg,214.68,1,2026-03-31,0.95,seen only once in the captured window
Twist Ingredients,6616-800g,,Confetti - Matt - Natural and Vegan - 3mm - Green - Size: 800g,800g,kg,14.21,1,2025-12-15,0.90,seen only once in the captured window
