supplier,supplier_sku,description,pack_size,lines_seen,unit_cost_gbp,client_name,source,proposed_product,proposed_stock_code,alternatives,decision,new_product_name,new_stock_uom
Amazon,B01HH1HLVK,"Deskit Laminating Pouches A4, Glossy, 120 Sheets, 100 Microns - Clear and Durable Presentations - Flexible Rigidity for Everyday Use",120 Sheets,2,9.2,A4 Laminating Pouches,client-description,A4 Laminating Pouches,STAT-A4LAM-POUC,,,A4 Laminating Pouches,each
Amazon,B07TCN2G1R,"Vytronix Powerful Electric Pressure Washer 1400W | Jet Wash | High-Performance Power Cleaner for Car, Home, Patio and Garden Furniture 105 Bar Water Jet Yellow",,2,59.99,,none,,,,,"Vytronix Powerful Electric Pressure Washer 1400W | Jet Wash | High-Performance Power Cleaner for Car, Home, Patio and Garden Furniture 105 Bar Water Jet Yellow",each
Amazon,B07TJT135V,"Mattel Uno Original and Uno Flip Card Games, Combo Pack of 2",Pack of 2,2,7.7267,,none,,,,,"Mattel Uno Original and Uno Flip Card Games, Combo Pack of 2",each
Amazon,B0BVM7QVQ7,TooGet Fragrant Natural Jasmine Buds Pure Dried Jasmine Flowers Wholesale Herbal Tea,2 OZ (60g),2,7.8833,,none,,,,,TooGet Fragrant Natural Jasmine Buds Pure Dried Jasmine Flowers Wholesale Herbal Tea,kg
Amazon,B0C5WYRPM6,"The Chic Way 40 Pcs Hair Bobbles, Elastic Hair Bands, Black Hair Ties, 4mm",,2,5.688,,none,,,,,"The Chic Way 40 Pcs Hair Bobbles, Elastic Hair Bands, Black Hair Ties, 4mm",each
Amazon,B0D5HX79T5,Salted Pretzels - Original Salty Flavour Mini Pretzel with Sea Salt Flavoured Oven Baked Brezels Bretzels Crunchy Party Snack - Large Bulk Big Sharing Bag Snacks (Packaging May Vary) Vegan PURIMA,1kg,2,19.99,Sea Salt Crystals,client-description,Sea Salt Crystals,SEA-SALT-CRYS,,,Sea Salt Crystals,kg
Amazon,B0D6RLTKS8,"ASelected 50PCS Cake Dowels, Plastic Cake Dowels for Tiered Cakes, White Cake Support Rods Cake Dowel Rods for Tiered Cake Construction and Stacking Supporting - 1.2cm Diameter",24cm/9in,2,7.33,Cake Dowels,client-sku,Cake Dowels,BAKE-CAKE-DOWL,,,Cake Dowels,each
Amazon,B0H1PZJP2D,"8Pcs Fondant Tools, Cake Decorating & Modelling Set, Icing Sugar Clay Tools, Sculpting for Baking",,2,3.084,Icing Sugar,client-description,Icing Sugar,BAKE-ICNG-SUGR,,,Icing Sugar,each
Amazon,B0HCVPLX9T,"Thinp 15 Pcs Thin Elastic Headbands, Colorful Sports Headband for Women Men",,2,6.79,,none,,,,,"Thinp 15 Pcs Thin Elastic Headbands, Colorful Sports Headband for Women Men",each
Booker,083676,Sunpride Cranberry Juice,12 1ltr,2,11.79,,matched,Cranberry Juice,CRAN-JUIC,,,Sunpride Cranberry Juice,l
Booker,117453,Funkin Strawberry Puree,5 1kg,2,39.39,,matched,Strawberry Puree Funkin,STRA-PURE-FUNK,Funkin Puree [FUNKIN-PUREE] | Strawberry [BAKE-ESSN-STRW],,Funkin Strawberry Puree,kg
Booker,125145,Eager Cloudy Prsd Apple Jce,8 1ltr,2,18.35,,none,,,,,Eager Cloudy Prsd Apple Jce,l
Booker,191244,Bacardi Carta Blanca,1 1.5ltr,2,32.99,Bacardi Carta Blanca,none,,,,,Bacardi Carta Blanca,l
Booker,261603,White Claw Seltzer Cherry,12 330ml,2,15.99,,none,,,,,White Claw Seltzer Cherry,l
Booker,274529,Silver Spoon Caster Sugar,1 25kg,2,25.99,Icing Sugar,client-description,Icing Sugar,BAKE-ICNG-SUGR,,,Icing Sugar,kg
Booker,274833,Corona Cero NRB,6 4x330ml,2,18.69,Corona Cero (Alcohol-Free),none,,,,,Corona Cero (Alcohol-Free),l
Booker,288295,Diet Coke PM90,24 330ml,2,9.69,,none,,,,,Diet Coke PM90,l
Booker,302784,CTS PVC ClingFilm 300Mx450mm,1 Sgl,2,9.99,Cling Film,client-sku,Cling Film,PACK-CLNG-FILM,,,Cling Film,each
Booker,318639,Absolut Vodka PM1999,1 70cl,2,13.99,Absolut Vodka,none,,,,,Absolut Vodka,l
Booker,483860,CL Self Raising Flour,4 3kg,2,11.55,Self-Raising Flour,none,,,,,Self-Raising Flour,kg
Brakes,100498,Fruit Shoot Apple & Blackcurrant Kids Juice Drink,24 x 275ml,2,13.99,,matched,Fruit Shoot Apple & Blackcurrant,FRUI-SHOO-APPL,,,Fruit Shoot Apple & Blackcurrant Kids Juice Drink,l
Brakes,100501,Fruit Shoot Orange Kids Juice Drink,24 x 275ml,2,13.99,,matched,Fruit Shoot Orange,FRUI-SHOO-ORAN,Orange Juice [JUIC-FRUT-ORG],,Fruit Shoot Orange Kids Juice Drink,l
Brakes,103550,Seasonal Salad Mix,1 x 250g,2,1.73,,none,,,,,Seasonal Salad Mix,kg
Brakes,104220,Fairy Professional Washing Up Liquid Original,2 x 5L,2,28.69,,matched,Washing Up Liquid,CLEN-WASH-LIQD,,,Fairy Professional Washing Up Liquid Original,l
Brakes,105613,Green Valley Dairy Buttermilk,1x5kg,2,15.46,,none,,,,,Green Valley Dairy Buttermilk,kg
Brakes,109349,T & L Sucrolose Sweetener Stick,1x1000,2,7.48,,none,,,,,T & L Sucrolose Sweetener Stick,each
Brakes,109618,"Alpro Soya Plant-Based Long Life Drink, Vegan & Dairy Free,",8 x 1ltr,2,11.61,Soya Milk,none,,,,,Soya Milk,l
Brakes,110078,Snacking Essentials Chilli Peanuts,1 x 1kg,2,8.95,,matched,Chilli Peanuts,CHIL-PEAN,,,Snacking Essentials Chilli Peanuts,kg
Brakes,110080,Snacking Essentials Salty Mix,1 x 1kg,2,8.81,,none,,,,,Snacking Essentials Salty Mix,kg
Brakes,114964,Rough Cut White Sugar Cubes (605),8x1kg,2,40.31,,none,,,,,Rough Cut White Sugar Cubes (605),kg
Brakes,120133,Tidman's Natural Rock Salt 500g,1 x 500g,2,1.32,,none,,,,,Tidman's Natural Rock Salt 500g,kg
Brakes,122879,Twinings Earl Grey String & Tag Tea Bags,100 x 2g,2,7.76,,matched,Earl Grey Tea,EARL-GREY-TEA,,,Twinings Earl Grey String & Tag Tea Bags,kg
Brakes,127145,Oreo Small Crushed Cookie Pieces,12 x 400g,2,43.39,,none,,,,,Oreo Small Crushed Cookie Pieces,kg
Brakes,128761,Lyles Golden Syrup,1x750g,2,2.3,,matched,Golden Syrup,GOLDEN-SYRUP,,,Lyles Golden Syrup,kg
Brakes,129209,Sysco Premium Velvet Houmous,1 x 1kg,2,5.45,,none,,,,,Sysco Premium Velvet Houmous,kg
Brakes,129476,The London Essence Co. Soda Water 200ml,24 x 200ml,2,21.9,,none,,,,,The London Essence Co. Soda Water 200ml,l
Brakes,130698,eGreen Black Paper Straw 200mm x 6mm,4 x 250,2,13.36,Black Paper Straws,client-sku,Black Paper Straws,BLAK-PAPR-STRW,,,Black Paper Straws,each
Brakes,132839,Clear Vinyl Powdered Disposabale Glove Xtra Large,1 x 100,2,5.49,,none,,,,,Clear Vinyl Powdered Disposabale Glove Xtra Large,each
Brakes,133965,Sheese Original Spread,6x255g,2,14.13,,none,,,,,Sheese Original Spread,kg
Brakes,134277,Monin Pump for 1ltr Plastic Syrup,1 x 1,2,3.98,,none,,,,,Monin Pump for 1ltr Plastic Syrup,l
Brakes,135095,DaVinci Sugar Free Vanilla Syrup,1 x 1ltr,2,7.41,,none,,,,,DaVinci Sugar Free Vanilla Syrup,l
Brakes,135440,Ramon Hygiene Grey Dustpan & Brush,1x1,2,9.37,,none,,,,,Ramon Hygiene Grey Dustpan & Brush,each
Brakes,136385,Brakes Essentials Air Freshener,6 x 750ml,2,9.44,Air Freshener,client-sku,Air Freshener,CLEN-AIR-FRSH,,,Air Freshener,l
Brakes,136387,Brakes Essentials Pine Disinfectant,2 x 5ltr,2,6.71,Pine Disinfectant,client-sku,Pine Disinfectant,CLEN-PINE-DISF,,,Pine Disinfectant,l
Brakes,136396,Brakes Garlic Butter,1 x 1.75kg,2,32.54,Garlic Butter,client-sku,Garlic Butter,DAIR-GARL-BUTR,,,Garlic Butter,kg
Brakes,146257,British Isle of Wight Cherry Tomatoes,1 x 250g,2,1.5,Cherry Tomatoes,client-sku,Cherry Tomatoes,PROD-CHER-TOMA,,,Cherry Tomatoes,kg
Brakes,148638,MONIN Premium Gingerbread Syrup 1ltr,1 x 1 ltr,2,8.11,,none,,,,,MONIN Premium Gingerbread Syrup 1ltr,l
Brakes,149597,Dr Oetker Prof GF Baking Powder,1x500g,2,3.07,Baking Parchment Roll,client-description,Baking Parchment Roll,BAKE-PARC-ROLL,Baking Powder [BAKI-POWD],,Baking Parchment Roll,kg
Brakes,149766,F 149766 - Aviko Rosti Bites 1 x 2.5kg,1 x 2.5kg,2,6.36,Rosti Bites,client-sku,Rosti Bites,SAVR-ROST-BITE,,,Rosti Bites,kg
Brakes,150769,Orchard Valley Vegan Mini White Marshmallows,1 x 1kg,2,11.75,,none,,,,,Orchard Valley Vegan Mini White Marshmallows,kg
Brakes,150945,Quantum Professional Glasswasher Liquid Detergent,1 x 5l,2,19,,none,,,,,Quantum Professional Glasswasher Liquid Detergent,l
Brakes,152412,Ballygarvey 60 British Barn Eggs Med,1 x 60,2,11.4,Medium Eggs,none,,,,,Medium Eggs,each
Brakes,18019,Lotus Biscoff Biscuits – 300 Caramelised Biscuits,1 x 300,2,14.97,,none,,,,,Lotus Biscoff Biscuits – 300 Caramelised Biscuits,each
Brakes,189141,MONIN Premium Cinnamon Roll Syrup,1 x 1ltr,2,8.74,,none,,,,,MONIN Premium Cinnamon Roll Syrup,l
Brakes,33781,Sysco Classic Baking Powder,1x3.5kg,2,16.79,,matched,Baking Powder,BAKI-POWD,,,Sysco Classic Baking Powder,kg
Brakes,5001984,British Rocket,1 x 150g,2,2.44,Rocket,none,,,,,Rocket,kg
Brakes,5002322,Sysco Classic Extra Virgin Olive Oil,1 x 2ltr,2,8.95,,matched,Olive Oil,OLIV-OIL,,,Sysco Classic Extra Virgin Olive Oil,l
Brakes,5019190,Monin Blueberry Syrup 70cl,1 x 70cl,2,8.53,,none,,,,,Monin Blueberry Syrup 70cl,l
Brakes,5024961,FunkinPro White Peach Puree,1x1kg,2,8.89,,none,,,,,FunkinPro White Peach Puree,kg
Brakes,5026322,Avogrande Guacamole,1 x 1kg,2,5.45,Guacamole,client-sku,Guacamole,FOOD-GUAC-MOLE,,,Guacamole,kg
Brakes,74826,Brakes Unsalted Butter,1 x 250g,2,2.23,Unsalted Butter,client-sku,Unsalted Butter,DAIR-UNSL-BUTR,,,Unsalted Butter,kg
Brakes,86882,Green Colouring,1x500ml,2,,,none,,,,,Green Colouring,l
Brakes,88386,Brakes Glaze with Balsamic Vinegar of Modena,1 x 400ml,2,6.5,Balsamic Glaze,client-sku,Balsamic Glaze,COND-BALS-GLAZ,,,Balsamic Glaze,l
Brakes,88431,KETTLE® Chips Sea Salt & Balsamic Vinegar of Modena,18 x 40g,2,9.65,Sea Salt Crystals,client-description,Sea Salt Crystals,SEA-SALT-CRYS,,,Sea Salt Crystals,kg
Brakes,89465,Twinings Pure Green Tea,1x20,2,2.58,,matched,Green Tea,GREE-TEA,,,Twinings Pure Green Tea,each
Brakes,89657,The Juice Apple Juice,27 x 200ml,2,9.99,"Fruit Juice (Apple, Orange & Pineapple)",matched,Apple Juice,JUIC-FRUT-APP,,,"Fruit Juice (Apple, Orange & Pineapple)",l
Brakes,A 114951,Sysco Classic Plain Flour,6 x 1.5kg,2,10.98,Plain Flour,none,,,,,Plain Flour,kg
Brakes,A 151256,DaVinci Cloudy Lemonade Base Syrup,1 x 1ltr,2,7.48,,none,,,,,DaVinci Cloudy Lemonade Base Syrup,l
Brakes,A 5007068,MONIN Premium Vanilla Frappe Mix,1 x 1.36kg,2,21.83,,none,,,,,MONIN Premium Vanilla Frappe Mix,kg
Brakes,A 5025588,Sysco Essentials Floor Cleaner,2 x 5ltr,2,10.7,Floor Cleaner,client-description,Floor Cleaner,CLEN-FLOR-CLNR,,,Floor Cleaner,l
Brakes,C 123028,Arla Long Life UHT Skimmed Milk,12 x 1ltr,2,16.02,UHT Skimmed Milk,client-sku,UHT Skimmed Milk,UHT-SKIM-MILK,,,UHT Skimmed Milk,l
JMPosner,J13300113,JMP Dark Cookie Crumb,1KG,2,6.48,,none,,,,,JMP Dark Cookie Crumb,kg
LWC Drinks,26049013,WHITE CLAW SELTZ RASPB,12X330ML,2,19.99,,none,,,,,WHITE CLAW SELTZ RASPB,l
LWC Drinks,26120026,CORONA CERO,6X4X330ML,2,26.84,Corona Cero (Alcohol-Free),none,,,,,Corona Cero (Alcohol-Free),l
LWC Drinks,33013147,BACARDI GOLD ORO 70CL,70CL,2,18.93,Bacardi Carta Oro,client-sku,Bacardi Carta Oro,BACA-CART-ORO,,,Bacardi Carta Oro,l
LWC Drinks,36411547,LUXARDO MARASCHINO CHERRIES 400G,,2,7.4,,matched,Luxardo Cherries,LUXA-CHER,,,LUXARDO MARASCHINO CHERRIES 400G,kg
LWC Drinks,50006285,BRISTOL SYRUP STRAWBERRY 75CL,,2,8.1,Strawberry Syrup,matched,Strawberry,BAKE-ESSN-STRW,,,Strawberry Syrup,l
LWC Drinks,51230061,LOND ESS PEACH JASMINE,24X200ML,2,18.99,,none,,,,,LOND ESS PEACH JASMINE,l
LWC Drinks,55541122,FEVERTREE TONIC WATER,24X200ML,2,18.56,,none,,,,,FEVERTREE TONIC WATER,l
LWC Drinks,59131347,Sunpride Cranberry Juice,12X1L,2,12.97,,matched,Cranberry Juice,CRAN-JUIC,,,Sunpride Cranberry Juice,l
LWC Drinks,59290049,EAGER PINEAPPLE,8X1L,2,20.99,,none,,,,,EAGER PINEAPPLE,l
LWC Drinks,59737448,FUNKIN PEACH,5X1KG,2,54.82,,none,,,,,FUNKIN PEACH,kg
LWC Drinks,59737948,FUNKIN PURE LIME,5X1KG,2,56.77,,matched,Limes,LIME,,,FUNKIN PURE LIME,kg
Makro,101250,Sunpride Pure Pineapple Jce,12 11tr,2,19.99,,none,,,,,Sunpride Pure Pineapple Jce,each
Makro,185553,Disaronno,1 70cl,2,17.69,,none,,,,,Disaronno,l
Makro,191244,Bacardi Carta Blanca,1 1.5ltr,2,32.99,Bacardi Carta Blanca,none,,,,,Bacardi Carta Blanca,l
Makro,268555,Kahlua Coffee Liqueur,1 70cl,2,13.19,,matched,Coffee,BAKE-ESSN-COFF,Kahlua [KAHL],,Kahlua Coffee Liqueur,l
Makro,294844,Roquito Hot Honey,5 720g,2,20.99,,matched,Hot Honey,HOT-HONE,,,Roquito Hot Honey,kg
Makro,305182,Clrly Vnyl PF Glve Clear Lrg,10 100s,2,29.99,,none,,,,,Clrly Vnyl PF Glve Clear Lrg,each
Makro,FUNKMORC,FUNKIN MORELLO CHERRY PUREE 1KG,1KG,2,14.99,,matched,cherry Puree Funkin,CHER-PURE-FUNK,Funkin Puree [FUNKIN-PUREE],,FUNKIN MORELLO CHERRY PUREE 1KG,kg
Sysco,A 135429,OGGS® Aquafaba Plant-Based Egg Alternative,1 x 1ltr,2,5.94,,matched,Aquafaba - Oggs,AQUA,,,OGGS® Aquafaba Plant-Based Egg Alternative,l
Sysco,A 150624,Lion Ranch Dressing,1 x 2.27ltr,2,9.31,,matched,Ranch,RANC,,,Lion Ranch Dressing,l
Sysco,A 8823,Sysco Classic Pistachio Kernels 1kg,1 x 1kg,2,37,Pistachio Kernels,client-sku,Pistachio Kernels,NUTS-PIST-KERN,,,Pistachio Kernels,kg
Sysco,A135336,Sysco Classic Sour Cream 890g,1 x 890g,2,4.19,,matched,Sour Cream,DAIR-SOUR-CREM,,,Sysco Classic Sour Cream 890g,kg
Sysco,A136380,Brakes Essentials Antibacterial Hand Wash,2 x 5ltr,2,9.49,Antibacterial Hand Wash,client-sku,Antibacterial Hand Wash,ANTI-HAND-WASH,,,Antibacterial Hand Wash,l
Sysco,A148641,MONIN Premium Vanilla Syrup 1ltr,1 x 1 ltr,2,8.95,,matched,Vanilla,BAKE-ESSN-VANL,,,MONIN Premium Vanilla Syrup 1ltr,l
Sysco,A28059,eGreen Wooden Cocktail Sticks 1000 Pack,1 x 1000,2,1.11,,matched,Cocktail Sticks,BAMB-COCK-STIK,,,eGreen Wooden Cocktail Sticks 1000 Pack,each
Sysco,A33581,Sysco Classic Ground Cinnamon,1 x 450g,2,5.73,,matched,Cinnamon,CINN,,,Sysco Classic Ground Cinnamon,kg
Sysco,A5596,Cadbury Instant Hot Chocolate 2kg,1 x 2kg,2,19.8,Cadbury Hot Chocolate,client-sku,Cadbury Hot Chocolate,CADB-HOT-CHOC,,,Cadbury Hot Chocolate,kg
Sysco,A89917,Paclan 100 White Pedal Bin Liners,1 x 100,2,1.53,,none,,,,,Paclan 100 White Pedal Bin Liners,each
Sysco,F149991,Sysco Premium Caramel Cake,1 x 14 ptn,2,24.77,,matched,Caramel Cake,BAKE-CARA-COOK,Caramel [BAKE-ESSN-CARA],,Sysco Premium Caramel Cake,each
Sysco,F32783,Sysco Classic Crispy Chicken Strips,1 x 2kg (approx 80),2,17.19,,matched,Chicken Strips,CHIC-STRI,,,Sysco Classic Crispy Chicken Strips,kg
Twist Ingredients,1209-4kg,Pearls - High Shine - 6mm - Gold - Size: 4kg,4kg,2,101.12,,matched,Gold Pearls,GOLD-PEAR,,,Pearls - High Shine - 6mm - Gold - Size: 4kg,kg
Twist Ingredients,1562-4kg,Shapes - Glimmer - Seashells - Mother of Pearl,4kg,2,93.04,,matched,Mother of Pearl,MOTH-PEAR,,,Shapes - Glimmer - Seashells - Mother of Pearl,kg
Twist Ingredients,1785-5kg,Sprinkletti - Party - No E171 - Size: 5kg,5kg,2,121.48,"UNKNOWN - ""4 x 2.5kg"" (check invoice)",none,,,,,"UNKNOWN - ""4 x 2.5kg"" (check invoice)",kg
Twist Ingredients,1890-4kg,Shapes - Glimmer - Clouds - Pink and Mother of Pearl,4kg,2,94.74,,matched,Mother of Pearl,MOTH-PEAR,,,Shapes - Glimmer - Clouds - Pink and Mother of Pearl,kg
Twist Ingredients,6189-4kg,Shapes - Glimmer - Leaf - Autumn Mix - Size: 4kg,4kg,2,93.19,,none,,,,,Shapes - Glimmer - Leaf - Autumn Mix - Size: 4kg,kg
Twist Ingredients,6462,Confetti - Glimmer - Blossom,4kg,2,94.74,,none,,,,,Confetti - Glimmer - Blossom,kg
Twist Ingredients,6503-100g,Chocolate Beans - Mini - Multicoloured Without Shellac - Size: 100g,100g,2,4.43,Chocolate (unspecified),client-description,Chocolate (unspecified),CHOC-UNSP-ONE,,,Chocolate (unspecified),kg
Twist Ingredients,6550,Sugar Shapes - Matt - Natural - Flowers - Hippy Mix,4kg,2,93.04,,none,,,,,Sugar Shapes - Matt - Natural - Flowers - Hippy Mix,kg
